"","t","c","N","t2"
"505","2008-08","Industrie : Télécom",1,2008-08-01
"506","2008-08","Opposants : Autres",0,2008-08-01
"507","2008-08","Opposants : EUCD/LQDN",0,2008-08-01
"508","2008-08","P2P/DDL",1,2008-08-01
"509","2008-08","Parlement",2,2008-08-01
"510","2008-08","UE/IPRED",0,2008-08-01
"511","2008-09","ACTA/SOPA/PIPA",0,2008-09-01
"512","2008-09","Classe politique : Droite",0,2008-09-01
"513","2008-09","Classe politique : Gauche",2,2008-09-01
"514","2008-09","CNIL/CSA",1,2008-09-01
"515","2008-09","Conseils/Rapports",0,2008-09-01
"516","2008-09","DRM",0,2008-09-01
"517","2008-09","Exécutif : Ministère",3,2008-09-01
"518","2008-09","Exécutif : PR/PM/GOUV",0,2008-09-01
"519","2008-09","HADOPI/DADVSI/LOPPSI",5,2008-09-01
"520","2008-09","Industrie : Culture",0,2008-09-01
"521","2008-09","Industrie : Info/Web",0,2008-09-01
"522","2008-09","Industrie : Télécom",0,2008-09-01
"523","2008-09","Opposants : Autres",1,2008-09-01
"524","2008-09","Opposants : EUCD/LQDN",1,2008-09-01
"525","2008-09","P2P/DDL",0,2008-09-01
"526","2008-09","Parlement",3,2008-09-01
"527","2008-09","UE/IPRED",3,2008-09-01
"528","2008-10","ACTA/SOPA/PIPA",0,2008-10-01
"529","2008-10","Classe politique : Droite",6,2008-10-01
"530","2008-10","Classe politique : Gauche",4,2008-10-01
"531","2008-10","CNIL/CSA",0,2008-10-01
"532","2008-10","Conseils/Rapports",1,2008-10-01
"533","2008-10","DRM",1,2008-10-01
"534","2008-10","Exécutif : Ministère",5,2008-10-01
"535","2008-10","Exécutif : PR/PM/GOUV",1,2008-10-01
"536","2008-10","HADOPI/DADVSI/LOPPSI",7,2008-10-01
"537","2008-10","Industrie : Culture",0,2008-10-01
"538","2008-10","Industrie : Info/Web",0,2008-10-01
"539","2008-10","Industrie : Télécom",0,2008-10-01
"540","2008-10","Opposants : Autres",2,2008-10-01
"541","2008-10","Opposants : EUCD/LQDN",1,2008-10-01
"542","2008-10","P2P/DDL",2,2008-10-01
"543","2008-10","Parlement",5,2008-10-01
"544","2008-10","UE/IPRED",1,2008-10-01
"545","2008-11","ACTA/SOPA/PIPA",0,2008-11-01
"546","2008-11","Classe politique : Droite",0,2008-11-01
"547","2008-11","Classe politique : Gauche",0,2008-11-01
"548","2008-11","CNIL/CSA",1,2008-11-01
"549","2008-11","Conseils/Rapports",0,2008-11-01
"550","2008-11","DRM",0,2008-11-01
"551","2008-11","Exécutif : Ministère",1,2008-11-01
"552","2008-11","Exécutif : PR/PM/GOUV",0,2008-11-01
"553","2008-11","HADOPI/DADVSI/LOPPSI",3,2008-11-01
"554","2008-11","Industrie : Culture",3,2008-11-01
"555","2008-11","Industrie : Info/Web",0,2008-11-01
"556","2008-11","Industrie : Télécom",0,2008-11-01
"557","2008-11","Opposants : Autres",0,2008-11-01
"558","2008-11","Opposants : EUCD/LQDN",0,2008-11-01
"559","2008-11","P2P/DDL",1,2008-11-01
"560","2008-11","Parlement",1,2008-11-01
"561","2008-11","UE/IPRED",0,2008-11-01
"562","2009-01","ACTA/SOPA/PIPA",0,2009-01-01
"563","2009-01","Classe politique : Droite",1,2009-01-01
"564","2009-01","Classe politique : Gauche",0,2009-01-01
"565","2009-01","CNIL/CSA",1,2009-01-01
"566","2009-01","Conseils/Rapports",0,2009-01-01
"567","2009-01","DRM",2,2009-01-01
"568","2009-01","Exécutif : Ministère",0,2009-01-01
"569","2009-01","Exécutif : PR/PM/GOUV",1,2009-01-01
"570","2009-01","HADOPI/DADVSI/LOPPSI",3,2009-01-01
"571","2009-01","Industrie : Culture",3,2009-01-01
"572","2009-01","Industrie : Info/Web",1,2009-01-01
"573","2009-01","Industrie : Télécom",1,2009-01-01
"574","2009-01","Opposants : Autres",0,2009-01-01
"575","2009-01","Opposants : EUCD/LQDN",0,2009-01-01
"576","2009-01","P2P/DDL",1,2009-01-01
"577","2009-01","Parlement",0,2009-01-01
"578","2009-01","UE/IPRED",0,2009-01-01
"579","2009-02","ACTA/SOPA/PIPA",0,2009-02-01
"580","2009-02","Classe politique : Droite",1,2009-02-01
"581","2009-02","Classe politique : Gauche",3,2009-02-01
"582","2009-02","CNIL/CSA",0,2009-02-01
"583","2009-02","Conseils/Rapports",1,2009-02-01
"584","2009-02","DRM",2,2009-02-01
"585","2009-02","Exécutif : Ministère",2,2009-02-01
"586","2009-02","Exécutif : PR/PM/GOUV",3,2009-02-01
"587","2009-02","HADOPI/DADVSI/LOPPSI",4,2009-02-01
"588","2009-02","Industrie : Culture",1,2009-02-01
"589","2009-02","Industrie : Info/Web",0,2009-02-01
"590","2009-02","Industrie : Télécom",0,2009-02-01
"591","2009-02","Opposants : Autres",1,2009-02-01
"592","2009-02","Opposants : EUCD/LQDN",0,2009-02-01
"593","2009-02","P2P/DDL",0,2009-02-01
"594","2009-02","Parlement",3,2009-02-01
"595","2009-02","UE/IPRED",1,2009-02-01
"596","2009-03","ACTA/SOPA/PIPA",0,2009-03-01
"597","2009-03","Classe politique : Droite",5,2009-03-01
"598","2009-03","Classe politique : Gauche",1,2009-03-01
"599","2009-03","CNIL/CSA",1,2009-03-01
"600","2009-03","Conseils/Rapports",1,2009-03-01
"601","2009-03","DRM",0,2009-03-01
"602","2009-03","Exécutif : Ministère",5,2009-03-01
"603","2009-03","Exécutif : PR/PM/GOUV",5,2009-03-01
"604","2009-03","HADOPI/DADVSI/LOPPSI",11,2009-03-01
"605","2009-03","Industrie : Culture",0,2009-03-01
"606","2009-03","Industrie : Info/Web",1,2009-03-01
"607","2009-03","Industrie : Télécom",1,2009-03-01
"608","2009-03","Opposants : Autres",4,2009-03-01
"609","2009-03","Opposants : EUCD/LQDN",0,2009-03-01
"610","2009-03","P2P/DDL",0,2009-03-01
"611","2009-03","Parlement",6,2009-03-01
"612","2009-03","UE/IPRED",1,2009-03-01
"613","2009-04","ACTA/SOPA/PIPA",0,2009-04-01
"614","2009-04","Classe politique : Droite",16,2009-04-01
"615","2009-04","Classe politique : Gauche",8,2009-04-01
"616","2009-04","CNIL/CSA",0,2009-04-01
"617","2009-04","Conseils/Rapports",0,2009-04-01
"618","2009-04","DRM",0,2009-04-01
"619","2009-04","Exécutif : Ministère",8,2009-04-01
"620","2009-04","Exécutif : PR/PM/GOUV",9,2009-04-01
"621","2009-04","HADOPI/DADVSI/LOPPSI",20,2009-04-01
"622","2009-04","Industrie : Culture",4,2009-04-01
"623","2009-04","Industrie : Info/Web",0,2009-04-01
"624","2009-04","Industrie : Télécom",0,2009-04-01
"625","2009-04","Opposants : Autres",3,2009-04-01
"626","2009-04","Opposants : EUCD/LQDN",3,2009-04-01
"627","2009-04","P2P/DDL",2,2009-04-01
"628","2009-04","Parlement",15,2009-04-01
"629","2009-04","UE/IPRED",5,2009-04-01
"630","2009-05","ACTA/SOPA/PIPA",0,2009-05-01
"631","2009-05","Classe politique : Droite",6,2009-05-01
"632","2009-05","Classe politique : Gauche",9,2009-05-01
"633","2009-05","CNIL/CSA",1,2009-05-01
"634","2009-05","Conseils/Rapports",0,2009-05-01
"635","2009-05","DRM",0,2009-05-01
"636","2009-05","Exécutif : Ministère",3,2009-05-01
"637","2009-05","Exécutif : PR/PM/GOUV",3,2009-05-01
"638","2009-05","HADOPI/DADVSI/LOPPSI",12,2009-05-01
"639","2009-05","Industrie : Culture",3,2009-05-01
"640","2009-05","Industrie : Info/Web",2,2009-05-01
"641","2009-05","Industrie : Télécom",0,2009-05-01
"642","2009-05","Opposants : Autres",2,2009-05-01
"643","2009-05","Opposants : EUCD/LQDN",0,2009-05-01
"644","2009-05","P2P/DDL",0,2009-05-01
"645","2009-05","Parlement",12,2009-05-01
"646","2009-05","UE/IPRED",4,2009-05-01
"647","2009-06","ACTA/SOPA/PIPA",0,2009-06-01
"648","2009-06","Classe politique : Droite",4,2009-06-01
"649","2009-06","Classe politique : Gauche",5,2009-06-01
"650","2009-06","CNIL/CSA",0,2009-06-01
"651","2009-06","Conseils/Rapports",0,2009-06-01
"652","2009-06","DRM",0,2009-06-01
"653","2009-06","Exécutif : Ministère",11,2009-06-01
"654","2009-06","Exécutif : PR/PM/GOUV",10,2009-06-01
"655","2009-06","HADOPI/DADVSI/LOPPSI",19,2009-06-01
"656","2009-06","Industrie : Culture",1,2009-06-01
"657","2009-06","Industrie : Info/Web",0,2009-06-01
"658","2009-06","Industrie : Télécom",0,2009-06-01
"659","2009-06","Opposants : Autres",1,2009-06-01
"660","2009-06","Opposants : EUCD/LQDN",2,2009-06-01
"661","2009-06","P2P/DDL",1,2009-06-01
"662","2009-06","Parlement",14,2009-06-01
"663","2009-06","UE/IPRED",1,2009-06-01
"664","2009-07","ACTA/SOPA/PIPA",0,2009-07-01
"665","2009-07","Classe politique : Droite",8,2009-07-01
"666","2009-07","Classe politique : Gauche",7,2009-07-01
"667","2009-07","CNIL/CSA",2,2009-07-01
"668","2009-07","Conseils/Rapports",0,2009-07-01
"669","2009-07","DRM",0,2009-07-01
"670","2009-07","Exécutif : Ministère",3,2009-07-01
"671","2009-07","Exécutif : PR/PM/GOUV",4,2009-07-01
"672","2009-07","HADOPI/DADVSI/LOPPSI",14,2009-07-01
"673","2009-07","Industrie : Culture",0,2009-07-01
"674","2009-07","Industrie : Info/Web",0,2009-07-01
"675","2009-07","Industrie : Télécom",0,2009-07-01
"676","2009-07","Opposants : Autres",0,2009-07-01
"677","2009-07","Opposants : EUCD/LQDN",0,2009-07-01
"678","2009-07","P2P/DDL",0,2009-07-01
"679","2009-07","Parlement",9,2009-07-01
"680","2009-07","UE/IPRED",2,2009-07-01
"681","2009-08","ACTA/SOPA/PIPA",0,2009-08-01
"682","2009-08","Classe politique : Droite",0,2009-08-01
"683","2009-08","Classe politique : Gauche",0,2009-08-01
"684","2009-08","CNIL/CSA",0,2009-08-01
"685","2009-08","Conseils/Rapports",0,2009-08-01
"686","2009-08","DRM",0,2009-08-01
"687","2009-08","Exécutif : Ministère",1,2009-08-01
"688","2009-08","Exécutif : PR/PM/GOUV",3,2009-08-01
"689","2009-08","HADOPI/DADVSI/LOPPSI",5,2009-08-01
"690","2009-08","Industrie : Culture",1,2009-08-01
"691","2009-08","Industrie : Info/Web",0,2009-08-01
"692","2009-08","Industrie : Télécom",1,2009-08-01
"693","2009-08","Opposants : Autres",1,2009-08-01
"694","2009-08","Opposants : EUCD/LQDN",0,2009-08-01
"695","2009-08","P2P/DDL",0,2009-08-01
"696","2009-08","Parlement",0,2009-08-01
"697","2009-08","UE/IPRED",1,2009-08-01
"698","2009-09","ACTA/SOPA/PIPA",0,2009-09-01
"699","2009-09","Classe politique : Droite",8,2009-09-01
"700","2009-09","Classe politique : Gauche",6,2009-09-01
"701","2009-09","CNIL/CSA",0,2009-09-01
"702","2009-09","Conseils/Rapports",8,2009-09-01
"703","2009-09","DRM",0,2009-09-01
"704","2009-09","Exécutif : Ministère",7,2009-09-01
"705","2009-09","Exécutif : PR/PM/GOUV",7,2009-09-01
"706","2009-09","HADOPI/DADVSI/LOPPSI",14,2009-09-01
"707","2009-09","Industrie : Culture",1,2009-09-01
"708","2009-09","Industrie : Info/Web",2,2009-09-01
"709","2009-09","Industrie : Télécom",0,2009-09-01
"710","2009-09","Opposants : Autres",2,2009-09-01
"711","2009-09","Opposants : EUCD/LQDN",1,2009-09-01
"712","2009-09","P2P/DDL",0,2009-09-01
"713","2009-09","Parlement",9,2009-09-01
"714","2009-09","UE/IPRED",0,2009-09-01
"715","2009-10","ACTA/SOPA/PIPA",0,2009-10-01
"716","2009-10","Classe politique : Droite",0,2009-10-01
"717","2009-10","Classe politique : Gauche",1,2009-10-01
"718","2009-10","CNIL/CSA",0,2009-10-01
"719","2009-10","Conseils/Rapports",0,2009-10-01
"720","2009-10","DRM",0,2009-10-01
"721","2009-10","Exécutif : Ministère",2,2009-10-01
"722","2009-10","Exécutif : PR/PM/GOUV",1,2009-10-01
"723","2009-10","HADOPI/DADVSI/LOPPSI",7,2009-10-01
"724","2009-10","Industrie : Culture",0,2009-10-01
"725","2009-10","Industrie : Info/Web",1,2009-10-01
"726","2009-10","Industrie : Télécom",0,2009-10-01
"727","2009-10","Opposants : Autres",0,2009-10-01
"728","2009-10","Opposants : EUCD/LQDN",2,2009-10-01
"729","2009-10","P2P/DDL",1,2009-10-01
"730","2009-10","Parlement",4,2009-10-01
"731","2009-10","UE/IPRED",1,2009-10-01
"732","2009-11","ACTA/SOPA/PIPA",0,2009-11-01
"733","2009-11","Classe politique : Droite",0,2009-11-01
"734","2009-11","Classe politique : Gauche",0,2009-11-01
"735","2009-11","CNIL/CSA",0,2009-11-01
"736","2009-11","Conseils/Rapports",2,2009-11-01
"737","2009-11","DRM",1,2009-11-01
"738","2009-11","Exécutif : Ministère",0,2009-11-01
"739","2009-11","Exécutif : PR/PM/GOUV",4,2009-11-01
"740","2009-11","HADOPI/DADVSI/LOPPSI",9,2009-11-01
"741","2009-11","Industrie : Culture",2,2009-11-01
"742","2009-11","Industrie : Info/Web",3,2009-11-01
"743","2009-11","Industrie : Télécom",2,2009-11-01
"744","2009-11","Opposants : Autres",2,2009-11-01
"745","2009-11","Opposants : EUCD/LQDN",2,2009-11-01
"746","2009-11","P2P/DDL",0,2009-11-01
"747","2009-11","Parlement",3,2009-11-01
"748","2009-11","UE/IPRED",0,2009-11-01
"749","2009-12","ACTA/SOPA/PIPA",0,2009-12-01
"750","2009-12","Classe politique : Droite",2,2009-12-01
"751","2009-12","Classe politique : Gauche",1,2009-12-01
"752","2009-12","CNIL/CSA",1,2009-12-01
"753","2009-12","Conseils/Rapports",2,2009-12-01
"754","2009-12","DRM",2,2009-12-01
"755","2009-12","Exécutif : Ministère",1,2009-12-01
"756","2009-12","Exécutif : PR/PM/GOUV",1,2009-12-01
"757","2009-12","HADOPI/DADVSI/LOPPSI",8,2009-12-01
"758","2009-12","Industrie : Culture",1,2009-12-01
"759","2009-12","Industrie : Info/Web",0,2009-12-01
"760","2009-12","Industrie : Télécom",1,2009-12-01
"761","2009-12","Opposants : Autres",2,2009-12-01
"762","2009-12","Opposants : EUCD/LQDN",1,2009-12-01
"763","2009-12","P2P/DDL",0,2009-12-01
"764","2009-12","Parlement",2,2009-12-01
"765","2009-12","UE/IPRED",1,2009-12-01
"766","2010-01","ACTA/SOPA/PIPA",1,2010-01-01
"767","2010-01","Classe politique : Droite",1,2010-01-01
"768","2010-01","Classe politique : Gauche",2,2010-01-01
"769","2010-01","CNIL/CSA",4,2010-01-01
"770","2010-01","Conseils/Rapports",1,2010-01-01
"771","2010-01","DRM",1,2010-01-01
"772","2010-01","Exécutif : Ministère",3,2010-01-01
"773","2010-01","Exécutif : PR/PM/GOUV",7,2010-01-01
"774","2010-01","HADOPI/DADVSI/LOPPSI",13,2010-01-01
"775","2010-01","Industrie : Culture",3,2010-01-01
"776","2010-01","Industrie : Info/Web",1,2010-01-01
"777","2010-01","Industrie : Télécom",0,2010-01-01
"778","2010-01","Opposants : Autres",2,2010-01-01
"779","2010-01","Opposants : EUCD/LQDN",3,2010-01-01
"780","2010-01","P2P/DDL",4,2010-01-01
"781","2010-01","Parlement",2,2010-01-01
"782","2010-01","UE/IPRED",0,2010-01-01
"783","2010-02","ACTA/SOPA/PIPA",4,2010-02-01
"784","2010-02","Classe politique : Droite",3,2010-02-01
"785","2010-02","Classe politique : Gauche",3,2010-02-01
"786","2010-02","CNIL/CSA",0,2010-02-01
"787","2010-02","Conseils/Rapports",0,2010-02-01
"788","2010-02","DRM",1,2010-02-01
"789","2010-02","Exécutif : Ministère",3,2010-02-01
"790","2010-02","Exécutif : PR/PM/GOUV",4,2010-02-01
"791","2010-02","HADOPI/DADVSI/LOPPSI",10,2010-02-01
"792","2010-02","Industrie : Culture",0,2010-02-01
"793","2010-02","Industrie : Info/Web",0,2010-02-01
"794","2010-02","Industrie : Télécom",2,2010-02-01
"795","2010-02","Opposants : Autres",2,2010-02-01
"796","2010-02","Opposants : EUCD/LQDN",3,2010-02-01
"797","2010-02","P2P/DDL",0,2010-02-01
"798","2010-02","Parlement",1,2010-02-01
"799","2010-02","UE/IPRED",0,2010-02-01
"800","2010-03","ACTA/SOPA/PIPA",0,2010-03-01
"801","2010-03","Classe politique : Droite",1,2010-03-01
"802","2010-03","Classe politique : Gauche",0,2010-03-01
"803","2010-03","CNIL/CSA",1,2010-03-01
"804","2010-03","Conseils/Rapports",0,2010-03-01
"805","2010-03","DRM",0,2010-03-01
"806","2010-03","Exécutif : Ministère",0,2010-03-01
"807","2010-03","Exécutif : PR/PM/GOUV",2,2010-03-01
"808","2010-03","HADOPI/DADVSI/LOPPSI",6,2010-03-01
"809","2010-03","Industrie : Culture",0,2010-03-01
"810","2010-03","Industrie : Info/Web",0,2010-03-01
"811","2010-03","Industrie : Télécom",4,2010-03-01
"812","2010-03","Opposants : Autres",1,2010-03-01
"813","2010-03","Opposants : EUCD/LQDN",0,2010-03-01
"814","2010-03","P2P/DDL",1,2010-03-01
"815","2010-03","Parlement",2,2010-03-01
"816","2010-03","UE/IPRED",0,2010-03-01
"817","2010-04","ACTA/SOPA/PIPA",1,2010-04-01
"818","2010-04","Classe politique : Droite",0,2010-04-01
"819","2010-04","Classe politique : Gauche",0,2010-04-01
"820","2010-04","CNIL/CSA",2,2010-04-01
"821","2010-04","Conseils/Rapports",0,2010-04-01
"822","2010-04","DRM",2,2010-04-01
"823","2010-04","Exécutif : Ministère",3,2010-04-01
"824","2010-04","Exécutif : PR/PM/GOUV",1,2010-04-01
"825","2010-04","HADOPI/DADVSI/LOPPSI",9,2010-04-01
"826","2010-04","Industrie : Culture",2,2010-04-01
"827","2010-04","Industrie : Info/Web",2,2010-04-01
"828","2010-04","Industrie : Télécom",3,2010-04-01
"829","2010-04","Opposants : Autres",3,2010-04-01
"830","2010-04","Opposants : EUCD/LQDN",0,2010-04-01
"831","2010-04","P2P/DDL",2,2010-04-01
"832","2010-04","Parlement",2,2010-04-01
"833","2010-04","UE/IPRED",0,2010-04-01
"834","2010-05","ACTA/SOPA/PIPA",0,2010-05-01
"835","2010-05","Classe politique : Droite",2,2010-05-01
"836","2010-05","Classe politique : Gauche",0,2010-05-01
"837","2010-05","CNIL/CSA",4,2010-05-01
"838","2010-05","Conseils/Rapports",0,2010-05-01
"839","2010-05","DRM",0,2010-05-01
"840","2010-05","Exécutif : Ministère",6,2010-05-01
"841","2010-05","Exécutif : PR/PM/GOUV",2,2010-05-01
"842","2010-05","HADOPI/DADVSI/LOPPSI",8,2010-05-01
"843","2010-05","Industrie : Culture",1,2010-05-01
"844","2010-05","Industrie : Info/Web",1,2010-05-01
"845","2010-05","Industrie : Télécom",4,2010-05-01
"846","2010-05","Opposants : Autres",1,2010-05-01
"847","2010-05","Opposants : EUCD/LQDN",2,2010-05-01
"848","2010-05","P2P/DDL",0,2010-05-01
"849","2010-05","Parlement",1,2010-05-01
"850","2010-05","UE/IPRED",0,2010-05-01
"851","2010-06","ACTA/SOPA/PIPA",0,2010-06-01
"852","2010-06","Classe politique : Droite",4,2010-06-01
"853","2010-06","Classe politique : Gauche",2,2010-06-01
"854","2010-06","CNIL/CSA",8,2010-06-01
"855","2010-06","Conseils/Rapports",0,2010-06-01
"856","2010-06","DRM",1,2010-06-01
"857","2010-06","Exécutif : Ministère",3,2010-06-01
"858","2010-06","Exécutif : PR/PM/GOUV",6,2010-06-01
"859","2010-06","HADOPI/DADVSI/LOPPSI",14,2010-06-01
"860","2010-06","Industrie : Culture",5,2010-06-01
"861","2010-06","Industrie : Info/Web",0,2010-06-01
"862","2010-06","Industrie : Télécom",1,2010-06-01
"863","2010-06","Opposants : Autres",0,2010-06-01
"864","2010-06","Opposants : EUCD/LQDN",0,2010-06-01
"865","2010-06","P2P/DDL",2,2010-06-01
"866","2010-06","Parlement",4,2010-06-01
"867","2010-06","UE/IPRED",0,2010-06-01
"868","2010-07","ACTA/SOPA/PIPA",1,2010-07-01
"869","2010-07","Classe politique : Droite",2,2010-07-01
"870","2010-07","Classe politique : Gauche",0,2010-07-01
"871","2010-07","CNIL/CSA",0,2010-07-01
"872","2010-07","Conseils/Rapports",0,2010-07-01
"873","2010-07","DRM",1,2010-07-01
"874","2010-07","Exécutif : Ministère",2,2010-07-01
"875","2010-07","Exécutif : PR/PM/GOUV",2,2010-07-01
"876","2010-07","HADOPI/DADVSI/LOPPSI",7,2010-07-01
"877","2010-07","Industrie : Culture",3,2010-07-01
"878","2010-07","Industrie : Info/Web",0,2010-07-01
"879","2010-07","Industrie : Télécom",1,2010-07-01
"880","2010-07","Opposants : Autres",2,2010-07-01
"881","2010-07","Opposants : EUCD/LQDN",0,2010-07-01
"882","2010-07","P2P/DDL",2,2010-07-01
"883","2010-07","Parlement",3,2010-07-01
"884","2010-07","UE/IPRED",1,2010-07-01
"885","2010-08","ACTA/SOPA/PIPA",0,2010-08-01
"886","2010-08","Classe politique : Droite",1,2010-08-01
"887","2010-08","Classe politique : Gauche",0,2010-08-01
"888","2010-08","CNIL/CSA",0,2010-08-01
"889","2010-08","Conseils/Rapports",0,2010-08-01
"890","2010-08","DRM",1,2010-08-01
"891","2010-08","Exécutif : Ministère",7,2010-08-01
"892","2010-08","Exécutif : PR/PM/GOUV",2,2010-08-01
"893","2010-08","HADOPI/DADVSI/LOPPSI",12,2010-08-01
"894","2010-08","Industrie : Culture",4,2010-08-01
"895","2010-08","Industrie : Info/Web",2,2010-08-01
"896","2010-08","Industrie : Télécom",11,2010-08-01
"897","2010-08","Opposants : Autres",1,2010-08-01
"898","2010-08","Opposants : EUCD/LQDN",0,2010-08-01
"899","2010-08","P2P/DDL",0,2010-08-01
"900","2010-08","Parlement",2,2010-08-01
"901","2010-08","UE/IPRED",1,2010-08-01
"902","2010-09","ACTA/SOPA/PIPA",2,2010-09-01
"903","2010-09","Classe politique : Droite",6,2010-09-01
"904","2010-09","Classe politique : Gauche",0,2010-09-01
"905","2010-09","CNIL/CSA",2,2010-09-01
"906","2010-09","Conseils/Rapports",2,2010-09-01
"907","2010-09","DRM",2,2010-09-01
"908","2010-09","Exécutif : Ministère",11,2010-09-01
"909","2010-09","Exécutif : PR/PM/GOUV",7,2010-09-01
"910","2010-09","HADOPI/DADVSI/LOPPSI",21,2010-09-01
"911","2010-09","Industrie : Culture",4,2010-09-01
"912","2010-09","Industrie : Info/Web",5,2010-09-01
"913","2010-09","Industrie : Télécom",4,2010-09-01
"914","2010-09","Opposants : Autres",2,2010-09-01
"915","2010-09","Opposants : EUCD/LQDN",1,2010-09-01
"916","2010-09","P2P/DDL",0,2010-09-01
"917","2010-09","Parlement",8,2010-09-01
"918","2010-09","UE/IPRED",3,2010-09-01
"919","2010-10","ACTA/SOPA/PIPA",0,2010-10-01
"920","2010-10","Classe politique : Droite",0,2010-10-01
"921","2010-10","Classe politique : Gauche",2,2010-10-01
"922","2010-10","CNIL/CSA",8,2010-10-01
"923","2010-10","Conseils/Rapports",2,2010-10-01
"924","2010-10","DRM",0,2010-10-01
"925","2010-10","Exécutif : Ministère",2,2010-10-01
"926","2010-10","Exécutif : PR/PM/GOUV",2,2010-10-01
"927","2010-10","HADOPI/DADVSI/LOPPSI",18,2010-10-01
"928","2010-10","Industrie : Culture",0,2010-10-01
"929","2010-10","Industrie : Info/Web",7,2010-10-01
"930","2010-10","Industrie : Télécom",7,2010-10-01
"931","2010-10","Opposants : Autres",0,2010-10-01
"932","2010-10","Opposants : EUCD/LQDN",0,2010-10-01
"933","2010-10","P2P/DDL",0,2010-10-01
"934","2010-10","Parlement",0,2010-10-01
"935","2010-10","UE/IPRED",4,2010-10-01
"936","2010-11","ACTA/SOPA/PIPA",0,2010-11-01
"937","2010-11","Classe politique : Droite",2,2010-11-01
"938","2010-11","Classe politique : Gauche",1,2010-11-01
"939","2010-11","CNIL/CSA",0,2010-11-01
"940","2010-11","Conseils/Rapports",0,2010-11-01
"941","2010-11","DRM",0,2010-11-01
"942","2010-11","Exécutif : Ministère",0,2010-11-01
"943","2010-11","Exécutif : PR/PM/GOUV",0,2010-11-01
"944","2010-11","HADOPI/DADVSI/LOPPSI",5,2010-11-01
"945","2010-11","Industrie : Culture",0,2010-11-01
"946","2010-11","Industrie : Info/Web",2,2010-11-01
"947","2010-11","Industrie : Télécom",0,2010-11-01
"948","2010-11","Opposants : Autres",0,2010-11-01
"949","2010-11","Opposants : EUCD/LQDN",0,2010-11-01
"950","2010-11","P2P/DDL",0,2010-11-01
"951","2010-11","Parlement",1,2010-11-01
"952","2010-11","UE/IPRED",0,2010-11-01
"953","2010-12","ACTA/SOPA/PIPA",0,2010-12-01
"954","2010-12","Classe politique : Droite",3,2010-12-01
"955","2010-12","Classe politique : Gauche",0,2010-12-01
"956","2010-12","CNIL/CSA",0,2010-12-01
"957","2010-12","Conseils/Rapports",1,2010-12-01
"958","2010-12","DRM",0,2010-12-01
"959","2010-12","Exécutif : Ministère",6,2010-12-01
"960","2010-12","Exécutif : PR/PM/GOUV",4,2010-12-01
"961","2010-12","HADOPI/DADVSI/LOPPSI",9,2010-12-01
"962","2010-12","Industrie : Culture",2,2010-12-01
"963","2010-12","Industrie : Info/Web",1,2010-12-01
"964","2010-12","Industrie : Télécom",4,2010-12-01
"965","2010-12","Opposants : Autres",2,2010-12-01
"966","2010-12","Opposants : EUCD/LQDN",2,2010-12-01
"967","2010-12","P2P/DDL",0,2010-12-01
"968","2010-12","Parlement",0,2010-12-01
"969","2010-12","UE/IPRED",0,2010-12-01
"970","2011-01","ACTA/SOPA/PIPA",0,2011-01-01
"971","2011-01","Classe politique : Droite",0,2011-01-01
"972","2011-01","Classe politique : Gauche",0,2011-01-01
"973","2011-01","CNIL/CSA",2,2011-01-01
"974","2011-01","Conseils/Rapports",2,2011-01-01
"975","2011-01","DRM",0,2011-01-01
"976","2011-01","Exécutif : Ministère",5,2011-01-01
"977","2011-01","Exécutif : PR/PM/GOUV",3,2011-01-01
"978","2011-01","HADOPI/DADVSI/LOPPSI",12,2011-01-01
"979","2011-01","Industrie : Culture",3,2011-01-01
"980","2011-01","Industrie : Info/Web",0,2011-01-01
"981","2011-01","Industrie : Télécom",1,2011-01-01
"982","2011-01","Opposants : Autres",0,2011-01-01
"983","2011-01","Opposants : EUCD/LQDN",0,2011-01-01
"984","2011-01","P2P/DDL",3,2011-01-01
"985","2011-01","Parlement",2,2011-01-01
"986","2011-01","UE/IPRED",1,2011-01-01
"987","2011-02","ACTA/SOPA/PIPA",0,2011-02-01
"988","2011-02","Classe politique : Droite",1,2011-02-01
"989","2011-02","Classe politique : Gauche",2,2011-02-01
"990","2011-02","CNIL/CSA",0,2011-02-01
"991","2011-02","Conseils/Rapports",1,2011-02-01
"992","2011-02","DRM",0,2011-02-01
"993","2011-02","Exécutif : Ministère",0,2011-02-01
"994","2011-02","Exécutif : PR/PM/GOUV",1,2011-02-01
"995","2011-02","HADOPI/DADVSI/LOPPSI",4,2011-02-01
"996","2011-02","Industrie : Culture",2,2011-02-01
"997","2011-02","Industrie : Info/Web",1,2011-02-01
"998","2011-02","Industrie : Télécom",1,2011-02-01
"999","2011-02","Opposants : Autres",1,2011-02-01
"1000","2011-02","Opposants : EUCD/LQDN",0,2011-02-01
"1001","2011-02","P2P/DDL",0,2011-02-01
"1002","2011-02","Parlement",3,2011-02-01
"1003","2011-02","UE/IPRED",0,2011-02-01
"1004","2011-03","ACTA/SOPA/PIPA",0,2011-03-01
"1005","2011-03","Classe politique : Droite",1,2011-03-01
"1006","2011-03","Classe politique : Gauche",2,2011-03-01
"1007","2011-03","CNIL/CSA",0,2011-03-01
"1008","2011-03","Conseils/Rapports",0,2011-03-01
"1009","2011-03","DRM",0,2011-03-01
"1010","2011-03","Exécutif : Ministère",0,2011-03-01
