"","t","c","N","t2"
"505","2008-02","Industrie : Télécom",0,2008-02-01
"506","2008-02","Opposants : Autres",2,2008-02-01
"507","2008-02","Opposants : EUCD/LQDN",0,2008-02-01
"508","2008-02","P2P/DDL",0,2008-02-01
"509","2008-02","Parlement",0,2008-02-01
"510","2008-02","UE/IPRED",0,2008-02-01
"511","2008-03","ACTA/SOPA/PIPA",0,2008-03-01
"512","2008-03","Classe politique : Droite",0,2008-03-01
"513","2008-03","Classe politique : Gauche",0,2008-03-01
"514","2008-03","CNIL/CSA",0,2008-03-01
"515","2008-03","Conseils/Rapports",10,2008-03-01
"516","2008-03","DRM",3,2008-03-01
"517","2008-03","Exécutif : Ministère",2,2008-03-01
"518","2008-03","Exécutif : PR/PM/GOUV",4,2008-03-01
"519","2008-03","HADOPI/DADVSI/LOPPSI",13,2008-03-01
"520","2008-03","Industrie : Culture",7,2008-03-01
"521","2008-03","Industrie : Info/Web",1,2008-03-01
"522","2008-03","Industrie : Télécom",0,2008-03-01
"523","2008-03","Opposants : Autres",0,2008-03-01
"524","2008-03","Opposants : EUCD/LQDN",0,2008-03-01
"525","2008-03","P2P/DDL",7,2008-03-01
"526","2008-03","Parlement",2,2008-03-01
"527","2008-03","UE/IPRED",0,2008-03-01
"528","2008-04","ACTA/SOPA/PIPA",0,2008-04-01
"529","2008-04","Classe politique : Droite",1,2008-04-01
"530","2008-04","Classe politique : Gauche",0,2008-04-01
"531","2008-04","CNIL/CSA",0,2008-04-01
"532","2008-04","Conseils/Rapports",3,2008-04-01
"533","2008-04","DRM",1,2008-04-01
"534","2008-04","Exécutif : Ministère",5,2008-04-01
"535","2008-04","Exécutif : PR/PM/GOUV",7,2008-04-01
"536","2008-04","HADOPI/DADVSI/LOPPSI",11,2008-04-01
"537","2008-04","Industrie : Culture",5,2008-04-01
"538","2008-04","Industrie : Info/Web",0,2008-04-01
"539","2008-04","Industrie : Télécom",1,2008-04-01
"540","2008-04","Opposants : Autres",0,2008-04-01
"541","2008-04","Opposants : EUCD/LQDN",2,2008-04-01
"542","2008-04","P2P/DDL",0,2008-04-01
"543","2008-04","Parlement",4,2008-04-01
"544","2008-04","UE/IPRED",2,2008-04-01
"545","2008-05","ACTA/SOPA/PIPA",0,2008-05-01
"546","2008-05","Classe politique : Droite",2,2008-05-01
"547","2008-05","Classe politique : Gauche",10,2008-05-01
"548","2008-05","CNIL/CSA",0,2008-05-01
"549","2008-05","Conseils/Rapports",8,2008-05-01
"550","2008-05","DRM",5,2008-05-01
"551","2008-05","Exécutif : Ministère",5,2008-05-01
"552","2008-05","Exécutif : PR/PM/GOUV",11,2008-05-01
"553","2008-05","HADOPI/DADVSI/LOPPSI",18,2008-05-01
"554","2008-05","Industrie : Culture",13,2008-05-01
"555","2008-05","Industrie : Info/Web",6,2008-05-01
"556","2008-05","Industrie : Télécom",5,2008-05-01
"557","2008-05","Opposants : Autres",2,2008-05-01
"558","2008-05","Opposants : EUCD/LQDN",2,2008-05-01
"559","2008-05","P2P/DDL",1,2008-05-01
"560","2008-05","Parlement",14,2008-05-01
"561","2008-05","UE/IPRED",4,2008-05-01
"562","2008-06","ACTA/SOPA/PIPA",0,2008-06-01
"563","2008-06","Classe politique : Droite",8,2008-06-01
"564","2008-06","Classe politique : Gauche",4,2008-06-01
"565","2008-06","CNIL/CSA",11,2008-06-01
"566","2008-06","Conseils/Rapports",7,2008-06-01
"567","2008-06","DRM",3,2008-06-01
"568","2008-06","Exécutif : Ministère",15,2008-06-01
"569","2008-06","Exécutif : PR/PM/GOUV",14,2008-06-01
"570","2008-06","HADOPI/DADVSI/LOPPSI",31,2008-06-01
"571","2008-06","Industrie : Culture",8,2008-06-01
"572","2008-06","Industrie : Info/Web",2,2008-06-01
"573","2008-06","Industrie : Télécom",4,2008-06-01
"574","2008-06","Opposants : Autres",3,2008-06-01
"575","2008-06","Opposants : EUCD/LQDN",0,2008-06-01
"576","2008-06","P2P/DDL",8,2008-06-01
"577","2008-06","Parlement",12,2008-06-01
"578","2008-06","UE/IPRED",2,2008-06-01
"579","2008-07","ACTA/SOPA/PIPA",0,2008-07-01
"580","2008-07","Classe politique : Droite",3,2008-07-01
"581","2008-07","Classe politique : Gauche",1,2008-07-01
"582","2008-07","CNIL/CSA",1,2008-07-01
"583","2008-07","Conseils/Rapports",0,2008-07-01
"584","2008-07","DRM",4,2008-07-01
"585","2008-07","Exécutif : Ministère",2,2008-07-01
"586","2008-07","Exécutif : PR/PM/GOUV",3,2008-07-01
"587","2008-07","HADOPI/DADVSI/LOPPSI",18,2008-07-01
"588","2008-07","Industrie : Culture",4,2008-07-01
"589","2008-07","Industrie : Info/Web",4,2008-07-01
"590","2008-07","Industrie : Télécom",2,2008-07-01
"591","2008-07","Opposants : Autres",1,2008-07-01
"592","2008-07","Opposants : EUCD/LQDN",0,2008-07-01
"593","2008-07","P2P/DDL",5,2008-07-01
"594","2008-07","Parlement",1,2008-07-01
"595","2008-07","UE/IPRED",0,2008-07-01
"596","2008-08","ACTA/SOPA/PIPA",0,2008-08-01
"597","2008-08","Classe politique : Droite",0,2008-08-01
"598","2008-08","Classe politique : Gauche",0,2008-08-01
"599","2008-08","CNIL/CSA",0,2008-08-01
"600","2008-08","Conseils/Rapports",1,2008-08-01
"601","2008-08","DRM",3,2008-08-01
"602","2008-08","Exécutif : Ministère",3,2008-08-01
"603","2008-08","Exécutif : PR/PM/GOUV",4,2008-08-01
"604","2008-08","HADOPI/DADVSI/LOPPSI",7,2008-08-01
"605","2008-08","Industrie : Culture",3,2008-08-01
"606","2008-08","Industrie : Info/Web",3,2008-08-01
"607","2008-08","Industrie : Télécom",1,2008-08-01
"608","2008-08","Opposants : Autres",2,2008-08-01
"609","2008-08","Opposants : EUCD/LQDN",0,2008-08-01
"610","2008-08","P2P/DDL",1,2008-08-01
"611","2008-08","Parlement",3,2008-08-01
"612","2008-08","UE/IPRED",0,2008-08-01
"613","2008-09","ACTA/SOPA/PIPA",2,2008-09-01
"614","2008-09","Classe politique : Droite",6,2008-09-01
"615","2008-09","Classe politique : Gauche",4,2008-09-01
"616","2008-09","CNIL/CSA",4,2008-09-01
"617","2008-09","Conseils/Rapports",3,2008-09-01
"618","2008-09","DRM",0,2008-09-01
"619","2008-09","Exécutif : Ministère",14,2008-09-01
"620","2008-09","Exécutif : PR/PM/GOUV",7,2008-09-01
"621","2008-09","HADOPI/DADVSI/LOPPSI",19,2008-09-01
"622","2008-09","Industrie : Culture",6,2008-09-01
"623","2008-09","Industrie : Info/Web",0,2008-09-01
"624","2008-09","Industrie : Télécom",6,2008-09-01
"625","2008-09","Opposants : Autres",2,2008-09-01
"626","2008-09","Opposants : EUCD/LQDN",3,2008-09-01
"627","2008-09","P2P/DDL",0,2008-09-01
"628","2008-09","Parlement",16,2008-09-01
"629","2008-09","UE/IPRED",13,2008-09-01
"630","2008-10","ACTA/SOPA/PIPA",0,2008-10-01
"631","2008-10","Classe politique : Droite",8,2008-10-01
"632","2008-10","Classe politique : Gauche",16,2008-10-01
"633","2008-10","CNIL/CSA",1,2008-10-01
"634","2008-10","Conseils/Rapports",11,2008-10-01
"635","2008-10","DRM",15,2008-10-01
"636","2008-10","Exécutif : Ministère",24,2008-10-01
"637","2008-10","Exécutif : PR/PM/GOUV",12,2008-10-01
"638","2008-10","HADOPI/DADVSI/LOPPSI",44,2008-10-01
"639","2008-10","Industrie : Culture",18,2008-10-01
"640","2008-10","Industrie : Info/Web",3,2008-10-01
"641","2008-10","Industrie : Télécom",20,2008-10-01
"642","2008-10","Opposants : Autres",3,2008-10-01
"643","2008-10","Opposants : EUCD/LQDN",0,2008-10-01
"644","2008-10","P2P/DDL",1,2008-10-01
"645","2008-10","Parlement",25,2008-10-01
"646","2008-10","UE/IPRED",22,2008-10-01
"647","2008-11","ACTA/SOPA/PIPA",0,2008-11-01
"648","2008-11","Classe politique : Droite",6,2008-11-01
"649","2008-11","Classe politique : Gauche",6,2008-11-01
"650","2008-11","CNIL/CSA",1,2008-11-01
"651","2008-11","Conseils/Rapports",1,2008-11-01
"652","2008-11","DRM",1,2008-11-01
"653","2008-11","Exécutif : Ministère",10,2008-11-01
"654","2008-11","Exécutif : PR/PM/GOUV",9,2008-11-01
"655","2008-11","HADOPI/DADVSI/LOPPSI",20,2008-11-01
"656","2008-11","Industrie : Culture",4,2008-11-01
"657","2008-11","Industrie : Info/Web",3,2008-11-01
"658","2008-11","Industrie : Télécom",2,2008-11-01
"659","2008-11","Opposants : Autres",0,2008-11-01
"660","2008-11","Opposants : EUCD/LQDN",0,2008-11-01
"661","2008-11","P2P/DDL",1,2008-11-01
"662","2008-11","Parlement",18,2008-11-01
"663","2008-11","UE/IPRED",9,2008-11-01
"664","2008-12","ACTA/SOPA/PIPA",0,2008-12-01
"665","2008-12","Classe politique : Droite",1,2008-12-01
"666","2008-12","Classe politique : Gauche",1,2008-12-01
"667","2008-12","CNIL/CSA",1,2008-12-01
"668","2008-12","Conseils/Rapports",0,2008-12-01
"669","2008-12","DRM",3,2008-12-01
"670","2008-12","Exécutif : Ministère",3,2008-12-01
"671","2008-12","Exécutif : PR/PM/GOUV",6,2008-12-01
"672","2008-12","HADOPI/DADVSI/LOPPSI",9,2008-12-01
"673","2008-12","Industrie : Culture",3,2008-12-01
"674","2008-12","Industrie : Info/Web",1,2008-12-01
"675","2008-12","Industrie : Télécom",0,2008-12-01
"676","2008-12","Opposants : Autres",0,2008-12-01
"677","2008-12","Opposants : EUCD/LQDN",0,2008-12-01
"678","2008-12","P2P/DDL",1,2008-12-01
"679","2008-12","Parlement",2,2008-12-01
"680","2008-12","UE/IPRED",2,2008-12-01
"681","2009-01","ACTA/SOPA/PIPA",0,2009-01-01
"682","2009-01","Classe politique : Droite",2,2009-01-01
"683","2009-01","Classe politique : Gauche",0,2009-01-01
"684","2009-01","CNIL/CSA",0,2009-01-01
"685","2009-01","Conseils/Rapports",3,2009-01-01
"686","2009-01","DRM",6,2009-01-01
"687","2009-01","Exécutif : Ministère",10,2009-01-01
"688","2009-01","Exécutif : PR/PM/GOUV",6,2009-01-01
"689","2009-01","HADOPI/DADVSI/LOPPSI",11,2009-01-01
"690","2009-01","Industrie : Culture",6,2009-01-01
"691","2009-01","Industrie : Info/Web",3,2009-01-01
"692","2009-01","Industrie : Télécom",1,2009-01-01
"693","2009-01","Opposants : Autres",1,2009-01-01
"694","2009-01","Opposants : EUCD/LQDN",1,2009-01-01
"695","2009-01","P2P/DDL",2,2009-01-01
"696","2009-01","Parlement",7,2009-01-01
"697","2009-01","UE/IPRED",4,2009-01-01
"698","2009-02","ACTA/SOPA/PIPA",0,2009-02-01
"699","2009-02","Classe politique : Droite",5,2009-02-01
"700","2009-02","Classe politique : Gauche",5,2009-02-01
"701","2009-02","CNIL/CSA",5,2009-02-01
"702","2009-02","Conseils/Rapports",5,2009-02-01
"703","2009-02","DRM",4,2009-02-01
"704","2009-02","Exécutif : Ministère",13,2009-02-01
"705","2009-02","Exécutif : PR/PM/GOUV",5,2009-02-01
"706","2009-02","HADOPI/DADVSI/LOPPSI",23,2009-02-01
"707","2009-02","Industrie : Culture",11,2009-02-01
"708","2009-02","Industrie : Info/Web",5,2009-02-01
"709","2009-02","Industrie : Télécom",4,2009-02-01
"710","2009-02","Opposants : Autres",2,2009-02-01
"711","2009-02","Opposants : EUCD/LQDN",4,2009-02-01
"712","2009-02","P2P/DDL",6,2009-02-01
"713","2009-02","Parlement",13,2009-02-01
"714","2009-02","UE/IPRED",3,2009-02-01
"715","2009-03","ACTA/SOPA/PIPA",0,2009-03-01
"716","2009-03","Classe politique : Droite",49,2009-03-01
"717","2009-03","Classe politique : Gauche",30,2009-03-01
"718","2009-03","CNIL/CSA",0,2009-03-01
"719","2009-03","Conseils/Rapports",12,2009-03-01
"720","2009-03","DRM",1,2009-03-01
"721","2009-03","Exécutif : Ministère",40,2009-03-01
"722","2009-03","Exécutif : PR/PM/GOUV",26,2009-03-01
"723","2009-03","HADOPI/DADVSI/LOPPSI",82,2009-03-01
"724","2009-03","Industrie : Culture",10,2009-03-01
"725","2009-03","Industrie : Info/Web",8,2009-03-01
"726","2009-03","Industrie : Télécom",0,2009-03-01
"727","2009-03","Opposants : Autres",4,2009-03-01
"728","2009-03","Opposants : EUCD/LQDN",3,2009-03-01
"729","2009-03","P2P/DDL",9,2009-03-01
"730","2009-03","Parlement",53,2009-03-01
"731","2009-03","UE/IPRED",0,2009-03-01
"732","2009-04","ACTA/SOPA/PIPA",0,2009-04-01
"733","2009-04","Classe politique : Droite",42,2009-04-01
"734","2009-04","Classe politique : Gauche",50,2009-04-01
"735","2009-04","CNIL/CSA",5,2009-04-01
"736","2009-04","Conseils/Rapports",0,2009-04-01
"737","2009-04","DRM",17,2009-04-01
"738","2009-04","Exécutif : Ministère",40,2009-04-01
"739","2009-04","Exécutif : PR/PM/GOUV",44,2009-04-01
"740","2009-04","HADOPI/DADVSI/LOPPSI",107,2009-04-01
"741","2009-04","Industrie : Culture",38,2009-04-01
"742","2009-04","Industrie : Info/Web",32,2009-04-01
"743","2009-04","Industrie : Télécom",10,2009-04-01
"744","2009-04","Opposants : Autres",23,2009-04-01
"745","2009-04","Opposants : EUCD/LQDN",19,2009-04-01
"746","2009-04","P2P/DDL",6,2009-04-01
"747","2009-04","Parlement",56,2009-04-01
"748","2009-04","UE/IPRED",18,2009-04-01
"749","2009-05","ACTA/SOPA/PIPA",0,2009-05-01
"750","2009-05","Classe politique : Droite",42,2009-05-01
"751","2009-05","Classe politique : Gauche",33,2009-05-01
"752","2009-05","CNIL/CSA",17,2009-05-01
"753","2009-05","Conseils/Rapports",4,2009-05-01
"754","2009-05","DRM",9,2009-05-01
"755","2009-05","Exécutif : Ministère",27,2009-05-01
"756","2009-05","Exécutif : PR/PM/GOUV",38,2009-05-01
"757","2009-05","HADOPI/DADVSI/LOPPSI",66,2009-05-01
"758","2009-05","Industrie : Culture",13,2009-05-01
"759","2009-05","Industrie : Info/Web",2,2009-05-01
"760","2009-05","Industrie : Télécom",9,2009-05-01
"761","2009-05","Opposants : Autres",0,2009-05-01
"762","2009-05","Opposants : EUCD/LQDN",8,2009-05-01
"763","2009-05","P2P/DDL",2,2009-05-01
"764","2009-05","Parlement",45,2009-05-01
"765","2009-05","UE/IPRED",12,2009-05-01
"766","2009-06","ACTA/SOPA/PIPA",1,2009-06-01
"767","2009-06","Classe politique : Droite",20,2009-06-01
"768","2009-06","Classe politique : Gauche",14,2009-06-01
"769","2009-06","CNIL/CSA",2,2009-06-01
"770","2009-06","Conseils/Rapports",1,2009-06-01
"771","2009-06","DRM",0,2009-06-01
"772","2009-06","Exécutif : Ministère",29,2009-06-01
"773","2009-06","Exécutif : PR/PM/GOUV",28,2009-06-01
"774","2009-06","HADOPI/DADVSI/LOPPSI",60,2009-06-01
"775","2009-06","Industrie : Culture",2,2009-06-01
"776","2009-06","Industrie : Info/Web",6,2009-06-01
"777","2009-06","Industrie : Télécom",6,2009-06-01
"778","2009-06","Opposants : Autres",4,2009-06-01
"779","2009-06","Opposants : EUCD/LQDN",12,2009-06-01
"780","2009-06","P2P/DDL",5,2009-06-01
"781","2009-06","Parlement",31,2009-06-01
"782","2009-06","UE/IPRED",8,2009-06-01
"783","2009-07","ACTA/SOPA/PIPA",0,2009-07-01
"784","2009-07","Classe politique : Droite",39,2009-07-01
"785","2009-07","Classe politique : Gauche",43,2009-07-01
"786","2009-07","CNIL/CSA",1,2009-07-01
"787","2009-07","Conseils/Rapports",0,2009-07-01
"788","2009-07","DRM",4,2009-07-01
"789","2009-07","Exécutif : Ministère",50,2009-07-01
"790","2009-07","Exécutif : PR/PM/GOUV",46,2009-07-01
"791","2009-07","HADOPI/DADVSI/LOPPSI",69,2009-07-01
"792","2009-07","Industrie : Culture",5,2009-07-01
"793","2009-07","Industrie : Info/Web",3,2009-07-01
"794","2009-07","Industrie : Télécom",0,2009-07-01
"795","2009-07","Opposants : Autres",0,2009-07-01
"796","2009-07","Opposants : EUCD/LQDN",2,2009-07-01
"797","2009-07","P2P/DDL",6,2009-07-01
"798","2009-07","Parlement",65,2009-07-01
"799","2009-07","UE/IPRED",8,2009-07-01
"800","2009-08","ACTA/SOPA/PIPA",0,2009-08-01
"801","2009-08","Classe politique : Droite",5,2009-08-01
"802","2009-08","Classe politique : Gauche",4,2009-08-01
"803","2009-08","CNIL/CSA",3,2009-08-01
"804","2009-08","Conseils/Rapports",3,2009-08-01
"805","2009-08","DRM",0,2009-08-01
"806","2009-08","Exécutif : Ministère",5,2009-08-01
"807","2009-08","Exécutif : PR/PM/GOUV",6,2009-08-01
"808","2009-08","HADOPI/DADVSI/LOPPSI",13,2009-08-01
"809","2009-08","Industrie : Culture",2,2009-08-01
"810","2009-08","Industrie : Info/Web",1,2009-08-01
"811","2009-08","Industrie : Télécom",0,2009-08-01
"812","2009-08","Opposants : Autres",6,2009-08-01
"813","2009-08","Opposants : EUCD/LQDN",1,2009-08-01
"814","2009-08","P2P/DDL",1,2009-08-01
"815","2009-08","Parlement",6,2009-08-01
"816","2009-08","UE/IPRED",1,2009-08-01
"817","2009-09","ACTA/SOPA/PIPA",0,2009-09-01
"818","2009-09","Classe politique : Droite",47,2009-09-01
"819","2009-09","Classe politique : Gauche",11,2009-09-01
"820","2009-09","CNIL/CSA",0,2009-09-01
"821","2009-09","Conseils/Rapports",15,2009-09-01
"822","2009-09","DRM",0,2009-09-01
"823","2009-09","Exécutif : Ministère",28,2009-09-01
"824","2009-09","Exécutif : PR/PM/GOUV",11,2009-09-01
"825","2009-09","HADOPI/DADVSI/LOPPSI",70,2009-09-01
"826","2009-09","Industrie : Culture",29,2009-09-01
"827","2009-09","Industrie : Info/Web",8,2009-09-01
"828","2009-09","Industrie : Télécom",7,2009-09-01
"829","2009-09","Opposants : Autres",9,2009-09-01
"830","2009-09","Opposants : EUCD/LQDN",0,2009-09-01
"831","2009-09","P2P/DDL",8,2009-09-01
"832","2009-09","Parlement",40,2009-09-01
"833","2009-09","UE/IPRED",18,2009-09-01
"834","2009-10","ACTA/SOPA/PIPA",5,2009-10-01
"835","2009-10","Classe politique : Droite",21,2009-10-01
"836","2009-10","Classe politique : Gauche",8,2009-10-01
"837","2009-10","CNIL/CSA",2,2009-10-01
"838","2009-10","Conseils/Rapports",16,2009-10-01
"839","2009-10","DRM",0,2009-10-01
"840","2009-10","Exécutif : Ministère",20,2009-10-01
"841","2009-10","Exécutif : PR/PM/GOUV",15,2009-10-01
"842","2009-10","HADOPI/DADVSI/LOPPSI",65,2009-10-01
"843","2009-10","Industrie : Culture",12,2009-10-01
"844","2009-10","Industrie : Info/Web",15,2009-10-01
"845","2009-10","Industrie : Télécom",5,2009-10-01
"846","2009-10","Opposants : Autres",8,2009-10-01
"847","2009-10","Opposants : EUCD/LQDN",12,2009-10-01
"848","2009-10","P2P/DDL",2,2009-10-01
"849","2009-10","Parlement",25,2009-10-01
"850","2009-10","UE/IPRED",8,2009-10-01
"851","2009-11","ACTA/SOPA/PIPA",4,2009-11-01
"852","2009-11","Classe politique : Droite",20,2009-11-01
"853","2009-11","Classe politique : Gauche",4,2009-11-01
"854","2009-11","CNIL/CSA",5,2009-11-01
"855","2009-11","Conseils/Rapports",1,2009-11-01
"856","2009-11","DRM",3,2009-11-01
"857","2009-11","Exécutif : Ministère",6,2009-11-01
"858","2009-11","Exécutif : PR/PM/GOUV",3,2009-11-01
"859","2009-11","HADOPI/DADVSI/LOPPSI",36,2009-11-01
"860","2009-11","Industrie : Culture",10,2009-11-01
"861","2009-11","Industrie : Info/Web",9,2009-11-01
"862","2009-11","Industrie : Télécom",10,2009-11-01
"863","2009-11","Opposants : Autres",8,2009-11-01
"864","2009-11","Opposants : EUCD/LQDN",8,2009-11-01
"865","2009-11","P2P/DDL",5,2009-11-01
"866","2009-11","Parlement",7,2009-11-01
"867","2009-11","UE/IPRED",12,2009-11-01
"868","2009-12","ACTA/SOPA/PIPA",0,2009-12-01
"869","2009-12","Classe politique : Droite",10,2009-12-01
"870","2009-12","Classe politique : Gauche",0,2009-12-01
"871","2009-12","CNIL/CSA",2,2009-12-01
"872","2009-12","Conseils/Rapports",0,2009-12-01
"873","2009-12","DRM",5,2009-12-01
"874","2009-12","Exécutif : Ministère",5,2009-12-01
"875","2009-12","Exécutif : PR/PM/GOUV",3,2009-12-01
"876","2009-12","HADOPI/DADVSI/LOPPSI",26,2009-12-01
"877","2009-12","Industrie : Culture",2,2009-12-01
"878","2009-12","Industrie : Info/Web",7,2009-12-01
"879","2009-12","Industrie : Télécom",0,2009-12-01
"880","2009-12","Opposants : Autres",1,2009-12-01
"881","2009-12","Opposants : EUCD/LQDN",1,2009-12-01
"882","2009-12","P2P/DDL",1,2009-12-01
"883","2009-12","Parlement",1,2009-12-01
"884","2009-12","UE/IPRED",3,2009-12-01
"885","2010-01","ACTA/SOPA/PIPA",5,2010-01-01
"886","2010-01","Classe politique : Droite",20,2010-01-01
"887","2010-01","Classe politique : Gauche",7,2010-01-01
"888","2010-01","CNIL/CSA",5,2010-01-01
"889","2010-01","Conseils/Rapports",11,2010-01-01
"890","2010-01","DRM",3,2010-01-01
"891","2010-01","Exécutif : Ministère",19,2010-01-01
"892","2010-01","Exécutif : PR/PM/GOUV",1,2010-01-01
"893","2010-01","HADOPI/DADVSI/LOPPSI",35,2010-01-01
"894","2010-01","Industrie : Culture",6,2010-01-01
"895","2010-01","Industrie : Info/Web",13,2010-01-01
"896","2010-01","Industrie : Télécom",11,2010-01-01
"897","2010-01","Opposants : Autres",3,2010-01-01
"898","2010-01","Opposants : EUCD/LQDN",4,2010-01-01
"899","2010-01","P2P/DDL",2,2010-01-01
"900","2010-01","Parlement",8,2010-01-01
"901","2010-01","UE/IPRED",6,2010-01-01
"902","2010-02","ACTA/SOPA/PIPA",8,2010-02-01
"903","2010-02","Classe politique : Droite",4,2010-02-01
"904","2010-02","Classe politique : Gauche",8,2010-02-01
"905","2010-02","CNIL/CSA",2,2010-02-01
"906","2010-02","Conseils/Rapports",0,2010-02-01
"907","2010-02","DRM",4,2010-02-01
"908","2010-02","Exécutif : Ministère",6,2010-02-01
"909","2010-02","Exécutif : PR/PM/GOUV",5,2010-02-01
"910","2010-02","HADOPI/DADVSI/LOPPSI",27,2010-02-01
"911","2010-02","Industrie : Culture",0,2010-02-01
"912","2010-02","Industrie : Info/Web",6,2010-02-01
"913","2010-02","Industrie : Télécom",8,2010-02-01
"914","2010-02","Opposants : Autres",0,2010-02-01
"915","2010-02","Opposants : EUCD/LQDN",0,2010-02-01
"916","2010-02","P2P/DDL",3,2010-02-01
"917","2010-02","Parlement",15,2010-02-01
"918","2010-02","UE/IPRED",6,2010-02-01
"919","2010-03","ACTA/SOPA/PIPA",3,2010-03-01
"920","2010-03","Classe politique : Droite",9,2010-03-01
"921","2010-03","Classe politique : Gauche",6,2010-03-01
"922","2010-03","CNIL/CSA",7,2010-03-01
"923","2010-03","Conseils/Rapports",5,2010-03-01
"924","2010-03","DRM",1,2010-03-01
"925","2010-03","Exécutif : Ministère",11,2010-03-01
"926","2010-03","Exécutif : PR/PM/GOUV",9,2010-03-01
"927","2010-03","HADOPI/DADVSI/LOPPSI",41,2010-03-01
"928","2010-03","Industrie : Culture",11,2010-03-01
"929","2010-03","Industrie : Info/Web",8,2010-03-01
"930","2010-03","Industrie : Télécom",12,2010-03-01
"931","2010-03","Opposants : Autres",4,2010-03-01
"932","2010-03","Opposants : EUCD/LQDN",0,2010-03-01
"933","2010-03","P2P/DDL",9,2010-03-01
"934","2010-03","Parlement",8,2010-03-01
"935","2010-03","UE/IPRED",9,2010-03-01
"936","2010-04","ACTA/SOPA/PIPA",15,2010-04-01
"937","2010-04","Classe politique : Droite",9,2010-04-01
"938","2010-04","Classe politique : Gauche",7,2010-04-01
"939","2010-04","CNIL/CSA",4,2010-04-01
"940","2010-04","Conseils/Rapports",5,2010-04-01
"941","2010-04","DRM",3,2010-04-01
"942","2010-04","Exécutif : Ministère",8,2010-04-01
"943","2010-04","Exécutif : PR/PM/GOUV",11,2010-04-01
"944","2010-04","HADOPI/DADVSI/LOPPSI",32,2010-04-01
"945","2010-04","Industrie : Culture",7,2010-04-01
"946","2010-04","Industrie : Info/Web",14,2010-04-01
"947","2010-04","Industrie : Télécom",12,2010-04-01
"948","2010-04","Opposants : Autres",8,2010-04-01
"949","2010-04","Opposants : EUCD/LQDN",6,2010-04-01
"950","2010-04","P2P/DDL",5,2010-04-01
"951","2010-04","Parlement",11,2010-04-01
"952","2010-04","UE/IPRED",10,2010-04-01
"953","2010-05","ACTA/SOPA/PIPA",0,2010-05-01
"954","2010-05","Classe politique : Droite",9,2010-05-01
"955","2010-05","Classe politique : Gauche",0,2010-05-01
"956","2010-05","CNIL/CSA",7,2010-05-01
"957","2010-05","Conseils/Rapports",0,2010-05-01
"958","2010-05","DRM",0,2010-05-01
"959","2010-05","Exécutif : Ministère",10,2010-05-01
"960","2010-05","Exécutif : PR/PM/GOUV",4,2010-05-01
"961","2010-05","HADOPI/DADVSI/LOPPSI",41,2010-05-01
"962","2010-05","Industrie : Culture",15,2010-05-01
"963","2010-05","Industrie : Info/Web",10,2010-05-01
"964","2010-05","Industrie : Télécom",12,2010-05-01
"965","2010-05","Opposants : Autres",3,2010-05-01
"966","2010-05","Opposants : EUCD/LQDN",0,2010-05-01
"967","2010-05","P2P/DDL",0,2010-05-01
"968","2010-05","Parlement",5,2010-05-01
"969","2010-05","UE/IPRED",1,2010-05-01
"970","2010-06","ACTA/SOPA/PIPA",4,2010-06-01
"971","2010-06","Classe politique : Droite",8,2010-06-01
"972","2010-06","Classe politique : Gauche",3,2010-06-01
"973","2010-06","CNIL/CSA",17,2010-06-01
"974","2010-06","Conseils/Rapports",4,2010-06-01
"975","2010-06","DRM",0,2010-06-01
"976","2010-06","Exécutif : Ministère",15,2010-06-01
"977","2010-06","Exécutif : PR/PM/GOUV",5,2010-06-01
"978","2010-06","HADOPI/DADVSI/LOPPSI",43,2010-06-01
"979","2010-06","Industrie : Culture",15,2010-06-01
"980","2010-06","Industrie : Info/Web",5,2010-06-01
"981","2010-06","Industrie : Télécom",18,2010-06-01
"982","2010-06","Opposants : Autres",2,2010-06-01
"983","2010-06","Opposants : EUCD/LQDN",0,2010-06-01
"984","2010-06","P2P/DDL",7,2010-06-01
"985","2010-06","Parlement",16,2010-06-01
"986","2010-06","UE/IPRED",11,2010-06-01
"987","2010-07","ACTA/SOPA/PIPA",0,2010-07-01
"988","2010-07","Classe politique : Droite",7,2010-07-01
"989","2010-07","Classe politique : Gauche",3,2010-07-01
"990","2010-07","CNIL/CSA",2,2010-07-01
"991","2010-07","Conseils/Rapports",2,2010-07-01
"992","2010-07","DRM",3,2010-07-01
"993","2010-07","Exécutif : Ministère",13,2010-07-01
"994","2010-07","Exécutif : PR/PM/GOUV",2,2010-07-01
"995","2010-07","HADOPI/DADVSI/LOPPSI",41,2010-07-01
"996","2010-07","Industrie : Culture",11,2010-07-01
"997","2010-07","Industrie : Info/Web",6,2010-07-01
"998","2010-07","Industrie : Télécom",0,2010-07-01
"999","2010-07","Opposants : Autres",0,2010-07-01
"1000","2010-07","Opposants : EUCD/LQDN",2,2010-07-01
"1001","2010-07","P2P/DDL",4,2010-07-01
"1002","2010-07","Parlement",8,2010-07-01
"1003","2010-07","UE/IPRED",6,2010-07-01
"1004","2010-08","ACTA/SOPA/PIPA",0,2010-08-01
"1005","2010-08","Classe politique : Droite",9,2010-08-01
"1006","2010-08","Classe politique : Gauche",0,2010-08-01
"1007","2010-08","CNIL/CSA",11,2010-08-01
"1008","2010-08","Conseils/Rapports",9,2010-08-01
"1009","2010-08","DRM",3,2010-08-01
"1010","2010-08","Exécutif : Ministère",15,2010-08-01
