"t","i","j","w"
"2012-06-05","SCPP","TMG",4.995004995005e-05
"2012-06-05","SELL","SPPF",0.0027972027972028
"2012-06-05","SELL","TMG",0.000635727908455182
"2012-06-05","SPPF","TMG",0.000107584722969339
"2012-09-03","Commission Européenne","Dailymotion",0.000200803212851406
"2012-09-03","Commission Européenne","Jean Dionis du Séjour",0.000600600600600601
"2012-09-03","Commission Européenne","Justice",0.000191570881226054
"2012-09-03","Commission Européenne","LCEN",0.000416666666666668
"2012-09-03","Commission Européenne","Twitter",0.000123456790123457
"2012-09-03","Commission Européenne","UMP",4.23011844331641e-05
"2012-09-03","Commission Européenne","Union Européenne",0.000469483568075118
"2012-09-03","Dailymotion","Jean Dionis du Séjour",0.000217084554433952
"2012-09-03","Dailymotion","Justice",6.92424871901399e-05
"2012-09-03","Dailymotion","LCEN",0.000150602409638554
"2012-09-03","Dailymotion","Twitter",4.46229361892012e-05
"2012-09-03","Dailymotion","UMP",1.52895847348786e-05
"2012-09-03","Dailymotion","Union Européenne",0.000169692855930765
"2012-09-03","Jean Dionis du Séjour","Justice",0.000207103655379517
"2012-09-03","Jean Dionis du Séjour","LCEN",0.00045045045045045
"2012-09-03","Jean Dionis du Séjour","Twitter",0.000133466800133467
"2012-09-03","Jean Dionis du Séjour","UMP",4.57310101980151e-05
"2012-09-03","Jean Dionis du Séjour","Union Européenne",0.00050754980332445
"2012-09-03","Justice","LCEN",0.00014367816091954
"2012-09-03","Justice","Twitter",4.2571306939123e-05
"2012-09-03","Justice","UMP",1.45866153217807e-05
"2012-09-03","Justice","Union Européenne",0.000161890885543144
"2012-09-03","LCEN","Twitter",9.25925925925925e-05
"2012-09-03","LCEN","UMP",3.1725888324873e-05
"2012-09-03","LCEN","Union Européenne",0.000352112676056338
"2012-09-03","Twitter","UMP",9.40026320736977e-06
"2012-09-03","Twitter","Union Européenne",0.00010432968179447
"2012-09-03","UMP","Union Européenne",3.57474798026738e-05
"2012-06-06","François Hollande","LQDN",2.38865151664442e-05
"2012-06-06","François Hollande","OMPI",0.000142556755408247
"2012-06-06","François Hollande","Philippe Aigrain",0.000159527797718752
"2012-06-06","LQDN","OMPI",0.000151704782493268
"2012-06-06","LQDN","Philippe Aigrain",0.000169764875647229
"2012-06-06","OMPI","Philippe Aigrain",0.00101317122593719
"2012-06-07","Aurélie Filippetti","Fleur Pellerin",8.38416231738248e-05
"2012-06-07","Aurélie Filippetti","François Hollande",2.27509932230479e-05
"2012-06-07","Aurélie Filippetti","Mission Lescure",1.61310486391444e-05
"2012-06-07","Aurélie Filippetti","Mission Zelnik",5.22397805929215e-05
"2012-06-07","Aurélie Filippetti","Pascal Rogard",0.000169779286926995
"2012-06-07","Aurélie Filippetti","SACD",0.000117089163397927
"2012-06-07","Fleur Pellerin","François Hollande",8.27181173356495e-05
"2012-06-07","Fleur Pellerin","Mission Lescure",5.8649306471951e-05
"2012-06-07","Fleur Pellerin","Mission Zelnik",0.000189933523266857
"2012-06-07","Fleur Pellerin","Pascal Rogard",0.000617283950617285
"2012-06-07","Fleur Pellerin","SACD",0.00042571306939123
"2012-06-07","François Hollande","Mission Lescure",1.59148871833434e-05
"2012-06-07","François Hollande","Mission Zelnik",5.15397500322123e-05
"2012-06-07","François Hollande","Pascal Rogard",0.00016750418760469
"2012-06-07","François Hollande","SACD",0.000115520129382545
"2012-06-07","Mission Lescure","Mission Zelnik",3.65430294171386e-05
"2012-06-07","Mission Lescure","Pascal Rogard",0.000118764845605701
"2012-06-07","Mission Lescure","SACD",8.19067900728968e-05
"2012-06-07","Mission Zelnik","Pascal Rogard",0.000384615384615385
"2012-06-07","Mission Zelnik","SACD",0.00026525198938992
"2012-06-07","Pascal Rogard","SACD",0.00086206896551724
"2012-06-08","Commission Européenne","Nicolas Sarkozy",5.05050505050508e-05
"2012-06-08","ALPA","LOPPSI",3.27519855891264e-05
"2012-06-08","ALPA","LQDN",2.41699144989275e-05
"2012-06-08","LOPPSI","LQDN",3.44450472327711e-05
"2012-06-09","Amazon","Apple",7.61904761904762e-05
"2012-06-09","Amazon","Justice",0.000109469074986316
"2012-06-09","Apple","Justice",4.59770114942529e-05
"2012-06-12","ALPA","Megaupload",8.0391237355128e-05
"2012-06-12","ALPA","SACEM",6.12619971411065e-05
"2012-06-12","Megaupload","SACEM",2.38106576503642e-05
"2012-06-22","Françoise de Panafieu","Jérôme Bourreau-Guggenheim",0.00146627565982404
"2012-06-22","Aurélie Filippetti","François Hollande",2.27509932230479e-05
"2012-06-22","Aurélie Filippetti","Jean-Marc Ayrault",4.6835665359171e-05
"2012-06-22","François Hollande","Jean-Marc Ayrault",4.62080517530179e-05
"2012-06-25","François Hollande","Jean-Noël Tronc",0.000515397500322123
"2012-06-25","François Hollande","Mission Lescure",1.59148871833434e-05
"2012-06-25","François Hollande","SACEM",2.01812274222518e-05
"2012-06-25","François Hollande","SNEP",3.19055595437505e-05
